Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_1,Ast_1,G+A_1,G-PK_1,G+A-PK,Matches,xG,npxG,xAG,Sh,source_file
100,Mathias Delorge,be BEL,MF,Gent,21,2004,19,18,1269,14.1,0,3,3,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
101,Isaías Delpupo,ar ARG,MF,Sint-Truiden,22,2003,4,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
102,Dani van den Heuvel,nl NED,GK,Club Brugge,22,2003,10,8,764,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
103,Anthony Descotte,be BEL,FW,Charleroi,21,2003,3,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
104,Enis Destan,tr TUR,FW,Westerlo,23,2002,3,1,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
105,Niels Devalckeneer,be BEL,GK,Antwerp,21,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
106,Ibrahima Diaby,gn GUI,"MF,DF",Cercle Brugge,18,2007,26,10,1018,11.3,2,1,3,2,0,0,6,1,0.18,0.09,0.27,0.18,0.27,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
107,Mamadou Diakhon,sn SEN,"MF,FW",Club Brugge,19,2005,23,8,802,8.9,0,7,7,0,0,0,1,0,0.0,0.79,0.79,0.0,0.79,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
108,Ibrahim Diakité,gn GUI,"DF,MF",Cercle Brugge,21,2003,19,10,859,9.5,0,1,1,0,0,0,3,0,0.0,0.1,0.1,0.0,0.10,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
109,Oumar Diakité,ci CIV,FW,Cercle Brugge,21,2003,25,15,1424,15.8,7,0,7,6,1,1,4,1,0.44,0.0,0.44,0.38,0.38,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
110,Moussa Diarra,ml MLI,DF,Anderlecht,24,2000,12,12,966,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
111,Mahamadou Diawara,fr FRA,MF,Antwerp,20,2005,8,6,398,4.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
112,Daan Dierckx,be BEL,DF,Standard Liège,22,2003,20,16,1317,14.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
113,Xander Dierckx,be BEL,MF,Antwerp,16,2009,19,16,1355,15.1,1,0,1,1,0,0,4,1,0.07,0.0,0.07,0.07,0.07,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
114,Guillaume Dietsch,fr FRA,GK,Dender,24,2001,14,13,1195,13.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
115,Edan Diop,fr FRA,MF,Cercle Brugge,20,2004,33,31,2597,28.9,7,3,10,6,1,1,6,0,0.24,0.1,0.35,0.21,0.31,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
116,Moctar Diop,sn SEN,FW,Gent,20,2005,3,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
117,Gora Diouf,sn SEN,DF,Mechelen,21,2003,18,9,929,10.3,1,1,2,1,0,0,5,1,0.1,0.1,0.19,0.1,0.19,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
118,Oumar Diouf,sn SEN,FW,Sint-Truiden,22,2003,16,0,204,2.3,3,0,3,3,0,0,1,0,1.32,0.0,1.32,1.32,1.32,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
119,Alouis Diriken,be BEL,DF,Sint-Truiden,21,2004,7,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
120,Kasper Dolberg,dk DEN,FW,Anderlecht,27,1997,3,1,123,1.4,1,0,1,0,1,1,0,0,0.73,0.0,0.73,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
121,Mahamadou Doumbia,ml MLI,MF,Antwerp,21,2004,6,6,526,5.8,2,1,3,1,1,2,2,0,0.34,0.17,0.51,0.17,0.34,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
122,Vetle Dragsnes,no NOR,DF,Charleroi,31,1994,2,1,94,1.0,1,0,1,1,0,0,0,0,0.96,0.0,0.96,0.96,0.96,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
123,Noë Dussenne,be BEL,DF,OH Leuven,33,1992,23,22,1869,20.8,1,0,1,1,0,0,6,0,0.05,0.0,0.05,0.05,0.05,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
124,Jean-Kevin Duverne,ht HAI,"DF,MF",Gent,28,1997,22,12,1157,12.9,1,1,2,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
125,Dennis Eckert,,"FW,MF",Standard Liège,28,1997,35,23,1979,22.0,5,0,5,4,1,1,2,0,0.23,0.0,0.23,0.18,0.18,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
126,Anosike Ementa,dk DEN,FW,Zulte Waregem,23,2002,32,29,2615,29.1,4,8,12,4,0,0,5,0,0.14,0.28,0.41,0.14,0.41,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
127,Theo Epailly,fr FRA,FW,La Louvière,26,1999,4,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
128,Matthieu Epolo,be BEL,GK,Standard Liège,20,2005,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
129,Jusef Erabi,se SWE,FW,Genk,22,2003,15,4,463,5.1,1,0,1,1,0,0,2,0,0.19,0.0,0.19,0.19,0.19,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
130,Jeppe Erenbjerg,dk DEN,"MF,FW",Zulte Waregem,25,2000,34,31,2676,29.7,14,3,17,13,1,2,2,0,0.47,0.1,0.57,0.44,0.54,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
131,Hatim Es-Saoubi,ma MAR,DF,Gent,24,2000,10,2,198,2.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
132,Wagane Faye,sn SEN,DF,La Louvière,31,1993,27,26,2302,25.6,3,1,4,3,0,0,6,0,0.12,0.04,0.16,0.12,0.16,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
133,Andrés Ferrari,uy URU,"FW,MF",Sint-Truiden,22,2003,20,10,867,9.6,3,1,4,2,1,2,4,0,0.31,0.1,0.42,0.21,0.31,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
134,Fabio Ferraro,be BEL,"DF,MF",Dender,22,2002,29,29,2524,28.0,1,3,4,1,0,0,5,0,0.04,0.11,0.14,0.04,0.14,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
135,Nacho Ferri,es ESP,FW,Westerlo,20,2004,36,34,2891,32.1,11,2,13,11,0,0,7,0,0.34,0.06,0.4,0.34,0.40,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
136,Mathias Fixelles,be BEL,MF,Westerlo,28,1996,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
137,Raul Florucz,at AUT,"FW,MF",Union SG,24,2001,24,15,1207,13.4,7,3,10,5,2,2,1,0,0.52,0.22,0.75,0.37,0.60,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
138,Modibo Fofana,ci CIV,MF,Antwerp,17,2007,2,0,37,0.4,1,0,1,1,0,0,0,0,2.43,0.0,2.43,2.43,2.43,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
139,Carlos Forbs,pt POR,MF,Club Brugge,21,2004,37,34,2794,31.0,8,8,16,8,0,0,3,0,0.26,0.26,0.52,0.26,0.52,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
140,Marlon Fossey,us USA,"DF,MF",Standard Liège,26,1998,20,20,1463,16.3,1,2,3,1,0,0,2,1,0.06,0.12,0.18,0.06,0.18,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
141,Daam Foulon,be BEL,"MF,DF",Antwerp,26,1999,33,29,2279,25.3,0,4,4,0,0,0,7,2,0.0,0.16,0.16,0.0,0.16,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
142,Guillaume François,be BEL,"DF,FW",Union SG,35,1990,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
143,Benjamin Fredrick,ng NGA,"DF,MF",Dender,20,2005,14,10,860,9.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
144,Matija Frigan,hr CRO,FW,Westerlo,22,2003,3,2,175,1.9,1,0,1,1,0,0,0,0,0.51,0.0,0.51,0.51,0.51,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
145,Darío Fuentes,es ESP,MF,La Louvière,22,2003,20,12,968,10.8,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
146,Kaye Furo,be BEL,FW,Club Brugge,18,2007,5,0,89,1.0,1,0,1,1,0,0,0,0,1.01,0.0,1.01,1.01,1.01,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
147,Mohammed Fuseini,gh GHA,"FW,MF",Union SG,23,2002,21,4,594,6.6,1,0,1,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
148,Brent Gabriël,be BEL,GK,Zulte Waregem,26,1999,36,36,3240,36.0,0,1,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
149,Gauthier Gallon,fr FRA,GK,Dender,32,1993,13,13,1145,12.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
150,Omri Gandelman,il ISR,MF,Gent,25,2000,18,16,1425,15.8,7,1,8,7,0,0,1,0,0.44,0.06,0.51,0.44,0.51,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
151,Jules Gaudin,fr FRA,DF,Charleroi,25,2000,19,6,640,7.1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
152,Stavros Gavriel,cy CYP,MF,Zulte Waregem,23,2002,22,7,633,7.0,1,1,2,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
153,Wouter George,be BEL,MF,OH Leuven,23,2002,24,12,1182,13.1,1,1,2,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
154,Pieter Gerkens,be BEL,MF,Cercle Brugge,29,1995,35,31,2830,31.4,6,1,7,5,1,1,2,0,0.19,0.03,0.22,0.16,0.19,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
155,Marc Giger,ch SUI,"MF,FW",Union SG,21,2004,16,5,480,5.3,3,1,4,3,0,1,2,0,0.56,0.19,0.75,0.56,0.75,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
156,Óscar Gil,es ESP,"MF,DF",OH Leuven,28,1997,33,29,2314,25.7,2,1,3,2,0,0,14,1,0.08,0.04,0.12,0.08,0.12,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
157,Nolan Gillot,fr FRA,MF,La Louvière,22,2002,21,13,1283,14.3,2,4,6,2,0,0,0,0,0.14,0.28,0.42,0.14,0.42,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
158,Jeff Godelaine,be BEL,FW,Antwerp,18,2007,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
159,Dalangunypole Gomis,fr FRA,DF,Cercle Brugge,21,2004,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
160,Bryan Goncalves,fr FRA,DF,Dender,29,1996,26,24,2109,23.4,1,2,3,0,1,1,5,0,0.04,0.09,0.13,0.0,0.09,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
161,Hyllarion Goore,ci CIV,FW,Gent,19,2005,33,14,1417,15.7,5,4,9,5,0,0,2,0,0.32,0.25,0.57,0.32,0.57,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
162,Keisuke Gotō,jp JPN,FW,Sint-Truiden,20,2005,38,32,2878,32.0,11,7,18,9,2,2,5,0,0.34,0.22,0.56,0.28,0.50,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
163,Fernand Gouré,ci CIV,FW,Westerlo,23,2002,13,1,173,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
164,Samuel Gueulette,rw RWA,MF,La Louvière,25,2000,29,12,1266,14.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
165,Parfait Guiagon,ci CIV,MF,Charleroi,24,2001,33,29,2544,28.3,9,5,14,6,3,4,6,0,0.32,0.18,0.5,0.21,0.39,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
166,Mo Guindo,ml MLI,FW,La Louvière,21,2003,14,6,578,6.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
167,Andri Guðjohnsen,is ISL,FW,Gent,23,2002,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
168,Anouar Ait El Hadj,be BEL,"MF,FW",Union SG,23,2002,38,34,2635,29.3,2,5,7,2,0,0,2,0,0.07,0.17,0.24,0.07,0.24,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
169,Geoffry Hairemans,be BEL,MF,Antwerp,33,1991,4,1,108,1.2,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
170,Redouane Halhal,ma MAR,DF,Mechelen,22,2003,33,32,2847,31.6,1,2,3,1,0,0,10,0,0.03,0.06,0.09,0.03,0.09,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
171,Youssef Hamdaoui,be BEL,MF,Antwerp,17,2008,21,5,593,6.6,1,1,2,1,0,0,3,0,0.15,0.15,0.3,0.15,0.30,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
172,Fredrik Hammer,se SWE,MF,Mechelen,24,2001,38,38,3364,37.4,1,1,2,1,0,0,11,0,0.03,0.03,0.05,0.03,0.05,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
173,Mohamed El Hankouri,ma MAR,"MF,FW",Standard Liège,28,1997,15,6,639,7.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
174,Daiki Hashioka,jp JPN,DF,Gent,26,1999,16,15,1278,14.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
175,Dogucan Haspolat,tr TUR,MF,Westerlo,25,2000,38,38,3393,37.7,1,4,5,1,0,1,7,0,0.03,0.11,0.13,0.03,0.13,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
176,Taiga Hata,jp JPN,DF,Sint-Truiden,23,2002,32,28,2442,27.1,1,3,4,1,0,0,0,0,0.04,0.11,0.15,0.04,0.15,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
177,Ibe Hautekiet,be BEL,DF,Standard Liège,23,2002,36,32,2948,32.8,2,0,2,2,0,0,3,0,0.06,0.0,0.06,0.06,0.06,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
178,Thorgan Hazard,be BEL,"MF,FW",Anderlecht,32,1993,36,31,2714,30.2,13,7,20,8,5,5,6,1,0.43,0.23,0.66,0.27,0.50,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
179,Tobias Hedl,at AUT,"FW,MF",Zulte Waregem,22,2003,11,4,334,3.7,1,0,1,1,0,0,0,1,0.27,0.0,0.27,0.27,0.27,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
180,Justin Heekeren,de GER,GK,Anderlecht,24,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
181,Thomas Henry,fr FRA,FW,Standard Liège,30,1994,21,17,1356,15.1,3,2,5,2,1,1,7,1,0.2,0.13,0.33,0.13,0.27,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
182,Matteo Heremans,be BEL,MF,OH Leuven,19,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
183,Charles Herrmann,de GER,FW,Cercle Brugge,19,2006,4,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
184,Lucas Hey,dk DEN,DF,Anderlecht,22,2003,32,27,2516,28.0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
185,Daan Heymans,be BEL,MF,Genk,26,1999,30,27,2245,24.9,10,4,14,7,3,4,3,0,0.4,0.16,0.56,0.28,0.44,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
186,Bryan Heynen,be BEL,MF,Genk,28,1997,39,39,3479,38.7,4,1,5,4,0,0,5,0,0.1,0.03,0.13,0.1,0.13,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
187,Josué Homawoo,tg TOG,DF,Standard Liège,27,1997,30,26,2181,24.2,0,1,1,0,0,0,2,1,0.0,0.04,0.04,0.0,0.04,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
188,David Hrnčár,sk SVK,"MF,FW",Dender,27,1997,18,9,817,9.1,2,0,2,2,0,0,1,0,0.22,0.0,0.22,0.22,0.22,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
189,Patrik Hrošovský,sk SVK,MF,Genk,33,1992,16,10,1005,11.2,1,1,2,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
190,César Huerta,mx MEX,"MF,FW",Anderlecht,24,2000,11,8,539,6.0,1,0,1,1,0,0,4,0,0.17,0.0,0.17,0.17,0.17,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
191,Oh Hyeon-gyu,kr KOR,FW,Genk,24,2001,20,13,1107,12.3,6,3,9,6,0,0,2,0,0.49,0.24,0.73,0.49,0.73,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
192,Hong Hyunseok,kr KOR,MF,Gent,26,1999,18,13,843,9.4,1,0,1,1,0,0,0,0,0.11,0.0,0.11,0.11,0.11,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
193,Chukwubuikem Ikwuemesi,ng NGA,FW,OH Leuven,23,2001,34,20,1815,20.2,4,0,4,4,0,0,4,0,0.2,0.0,0.2,0.2,0.20,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
194,Marco Ilaimaharitra,mg MAD,MF,Standard Liège,30,1995,31,29,2434,27.0,3,0,3,0,3,4,10,1,0.11,0.0,0.11,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
195,Mihajlo Ilić,rs SRB,DF,Anderlecht,22,2003,10,8,769,8.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.00,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
196,Atsuki Ito,jp JPN,MF,Gent,26,1998,29,25,2103,23.4,4,3,7,4,0,0,3,0,0.17,0.13,0.3,0.17,0.30,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
197,Joël Ito,be BEL,MF,La Louvière,27,1998,33,27,2332,25.9,1,1,2,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
198,Junya Itō,jp JPN,"MF,FW",Genk,32,1993,28,22,1773,19.7,6,5,11,6,0,0,4,0,0.3,0.25,0.56,0.3,0.56,Matches,0.0,0.0,0.0,0.0,belgian_pro_league_standard_clean.csv
