	Playing Time	Performance	Per 90 Minutes	
139	Abdoulaye Doucouré	ml MLI	MF	Neom	32	1993	13	12	1,033	11.5	0	4	4	0	0	0	5	0	0.00	0.35	0.35	0.00	0.35	Matches
140	Mahamadou Doumbia	ml MLI	MF	Al-Ittihad	21	2004	14	12	1,114	12.4	1	2	3	1	0	0	4	0	0.08	0.16	0.24	0.08	0.24	Matches
141	Hisham Al Dubais	sa KSA	FW	Al-Najma	23	2001	18	2	411	4.6	0	1	1	0	0	0	0	0	0.00	0.22	0.22	0.00	0.22	Matches
142	Ondrej Duda	sk SVK	MF	Al-Ettifaq	30	1994	27	26	2,120	23.6	0	0	0	0	0	0	8	0	0.00	0.00	0.00	0.00	0.00	Matches
143	Nabil Dunga	eg EGY	MF	Al-Najma	29	1996	12	12	910	10.1	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
144	Abdulraouf Al Duqayl	sa KSA	GK	Al-Fayha	29	1995	2	2	180	2.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
145	Majid Duran		DF	Al-Najma			8	4	346	3.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
146	Majid Duran		MF,FW	Al-Ettifaq			13	3	315	3.5	0	1	1	0	0	0	0	0	0.00	0.29	0.29	0.00	0.29	Matches
147	Khaled Eid	sa KSA	DF	Al-Najma	25	2000	16	11	1,102	12.2	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
148	Abdulaziz Al Elewai	sa KSA	MF,FW	Al Kholood Saudi Club	21	2004	33	27	2,385	26.5	4	2	6	4	0	0	3	0	0.15	0.08	0.23	0.15	0.23	Matches
149	Youssef En-Nesyri	ma MAR	FW	Al-Ittihad	28	1997	13	12	1,037	11.5	6	0	6	5	1	1	0	0	0.52	0.00	0.52	0.43	0.43	Matches
150	Rayan Enad	sa KSA	MF,DF	Al-Fayha	24	2000	23	9	820	9.1	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
151	Waleed Al-Enezi	sa KSA	GK	Al-Najma	29	1996	4	3	323	3.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
152	Ramiro Enrique	ar ARG	FW	Al Kholood Saudi Club	24	2001	27	27	2,201	24.5	15	0	15	12	3	3	4	0	0.61	0.00	0.61	0.49	0.49	Matches
153	Hussain Al Essa	sa KSA	MF	Al-Khaleej	24	2000	11	2	327	3.6	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
154	Mohammed Essa	sa KSA	MF,DF	Al-Hazem	23	2002	16	8	619	6.9	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
155	Sultan Al Essa	sa KSA	MF,DF	Al-Najma	20	2005	9	4	416	4.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
156	Sultan Al Essa	sa KSA	DF	Al-Hazem	20	2005	3	0	22	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
157	Fabinho	br BRA	MF,DF	Al-Ittihad	31	1993	30	30	2,640	29.3	1	3	4	0	1	1	7	2	0.03	0.10	0.14	0.00	0.10	Matches
158	Muath Fagihy	sa KSA	DF	Al-Ittihad	23	2002	4	2	131	1.5	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
159	Muath Fagihy	sa KSA	DF	Al Okhdood SC	23	2002	13	12	988	11.0	0	1	1	0	0	0	5	0	0.00	0.09	0.09	0.00	0.09	Matches
160	Romain Faivre	fr FRA	MF	Al-Taawoun	27	1998	5	1	119	1.3	1	1	2	1	0	0	0	0	0.76	0.76	1.51	0.76	1.51	Matches
161	Ayman Fallatah	sa KSA	MF	Neom	21	2003	5	0	101	1.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
162	Mohammed Fallatah	sa KSA	MF	Al-Ittihad	18	2007	3	0	32	0.4	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
163	Salman Al-Faraj	sa KSA	MF	Neom	35	1989	15	6	589	6.5	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
164	Mohammed Al Fatil	sa KSA	DF	Al-Najma	33	1992	11	8	772	8.6	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
165	Abdulaziz Al Fawaz	sa KSA	MF	Al-Fateh	17	2008	15	6	596	6.6	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
166	João Félix	pt POR	FW,MF	Al-Nassr	25	1999	33	33	2,904	32.3	20	13	33	19	1	1	7	0	0.62	0.40	1.02	0.59	0.99	Matches
167	Jorge Filipe Oliveira Fernandes	pt POR	DF	Al-Fateh	28	1997	29	28	2,490	27.7	2	0	2	2	0	0	5	0	0.07	0.00	0.07	0.07	0.07	Matches
168	Paolo Fernandes	es ESP	MF	Al-Khaleej	26	1998	28	22	1,762	19.6	4	3	7	3	1	1	2	1	0.20	0.15	0.36	0.15	0.31	Matches
169	Roger Fernandes	pt POR	MF,FW	Al-Ittihad	19	2005	15	15	1,154	12.8	2	2	4	2	0	0	2	0	0.16	0.16	0.31	0.16	0.31	Matches
170	Flávio	br BRA	MF	Al-Taawoun	29	1996	26	26	2,220	24.7	0	2	2	0	0	0	8	0	0.00	0.08	0.08	0.00	0.08	Matches
171	Deybi Flores	hn HON	MF	Al-Najma	29	1996	17	17	1,526	17.0	0	0	0	0	0	0	5	0	0.00	0.00	0.00	0.00	0.00	Matches
172	Kostas Fortounis	gr GRE	FW,MF	Al-Khaleej	32	1992	29	29	2,540	28.2	10	12	22	5	5	5	2	0	0.35	0.43	0.78	0.18	0.60	Matches
173	Angelo Fulgini	nc NCL	MF	Al-Taawoun	28	1996	30	30	2,413	26.8	5	9	14	5	0	1	2	0	0.19	0.34	0.52	0.19	0.52	Matches
174	Ahmed Gabal		FW	Al-Fateh			1	0	27	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
175	Galeno	br BRA	MF,FW	Al-Ahli	27	1997	23	22	1,811	20.1	1	7	8	1	0	0	1	0	0.05	0.35	0.40	0.05	0.40	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
176	Silvère Ganvoula M'Boussy	cg CGO	FW	Al-Fayha	29	1996	29	9	1,206	13.4	4	0	4	4	0	0	2	0	0.30	0.00	0.30	0.30	0.30	Matches
177	Ahmed Al Ghamdi	sa KSA	MF	Al-Ittihad	23	2001	25	5	667	7.4	3	1	4	3	0	0	2	0	0.40	0.13	0.54	0.40	0.54	Matches
178	Faisal Al Ghamdi	sa KSA	MF	Al-Ittihad	23	2001	14	5	362	4.0	1	2	3	1	0	0	1	0	0.25	0.50	0.75	0.25	0.75	Matches
179	Faris Al Ghamdi	sa KSA	MF	Al-Ettifaq	22	2003	19	7	649	7.2	0	2	2	0	0	0	9	0	0.00	0.28	0.28	0.00	0.28	Matches
180	Hamed Al-Ghamdi	sa KSA	MF	Al-Ittihad	26	1999	8	1	140	1.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
181	Hazzaa Al Ghamdi	sa KSA	FW,MF	Damac	24	2001	17	10	849	9.4	0	0	0	0	0	0	1	1	0.00	0.00	0.00	0.00	0.00	Matches
182	Majed Al Ghamdi	sa KSA	GK	Al-Hazem	27	1998	4	3	315	3.5	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
183	Ziyad Al Ghamdi	sa KSA	FW	Al-Ettifaq	20	2005	10	0	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
184	Sultan Al-Ghanam	sa KSA	DF	Al-Nassr	31	1994	32	19	1,783	19.8	0	1	1	0	0	0	3	0	0.00	0.05	0.05	0.00	0.05	Matches
185	Khalid Al Ghannam	sa KSA	MF,FW	Al-Ettifaq	24	2000	32	25	2,163	24.0	13	6	19	13	0	0	4	0	0.54	0.25	0.79	0.54	0.79	Matches
186	Yahya Gharawi		MF	Neom			2	0	24	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
187	Abdulrahman Ghareeb	sa KSA	MF	Al-Nassr	28	1997	23	4	512	5.7	2	2	4	2	0	0	3	0	0.35	0.35	0.70	0.35	0.70	Matches
188	Nawaf Al Ghulaimish	sa KSA	DF	Al-Shabab	20	2005	6	4	372	4.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
189	Andrei Girotto	br BRA	DF	Al-Taawoun	33	1992	22	22	1,910	21.2	2	0	2	2	0	0	7	0	0.09	0.00	0.09	0.09	0.09	Matches
190	Matija Gluščević	rs SRB	FW,DF	Al-Ettifaq	21	2004	7	2	226	2.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
191	Matheus Gonçalves	br BRA	MF,FW	Al-Ahli	19	2005	21	15	1,421	15.8	2	2	4	2	0	0	3	0	0.13	0.13	0.25	0.13	0.25	Matches
192	Gustavo Gouveia	br BRA	FW	Al Kholood Saudi Club	18	2006	22	6	753	8.4	2	2	4	2	0	0	1	0	0.24	0.24	0.48	0.24	0.48	Matches
193	Marcelo Grohe	br BRA	GK	Al-Shabab	38	1987	33	33	2,970	33.0	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
194	Gökhan Gül	de GER	DF,MF	Al Okhdood SC	27	1998	33	32	2,573	28.6	1	3	4	1	0	0	4	0	0.03	0.10	0.14	0.03	0.14	Matches
195	Koray Günter	de GER	DF	Al Okhdood SC	30	1994	27	26	2,346	26.1	1	1	2	1	0	0	2	0	0.04	0.04	0.08	0.04	0.08	Matches
196	Norbert Gyömbér	sk SVK	DF	Al Kholood Saudi Club	33	1992	28	28	2,455	27.3	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
197	Nawaf Al Habashi	sa KSA	MF,FW	Al-Hazem	27	1998	29	20	1,812	20.1	4	2	6	4	0	0	2	0	0.20	0.10	0.30	0.20	0.30	Matches
198	Danyal Al Habib		MF	Al-Fayha			1	0	45	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
199	Abdullah Al-Hafith	sa KSA	DF	Al-Khaleej	32	1992	23	12	1,220	13.6	0	1	1	0	0	0	1	0	0.00	0.07	0.07	0.00	0.07	Matches
200	Marwan Al Haidari	sa KSA	GK	Al-Khaleej	29	1996	1	1	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
201	Asiri Haitham	sa KSA	FW	Al-Qadsiah	24	2001	6	0	85	0.9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
202	Talal Haji	sa KSA	FW	Al-Riyadh SC	17	2007	4	2	185	2.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
203	Talal Haji	sa KSA	FW	Al-Ittihad	17	2007	2	0	47	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
204	Nasser Al Haleel	sa KSA	DF	Al-Najma	25	2000	25	22	1,822	20.2	1	0	1	1	0	0	6	1	0.05	0.00	0.05	0.05	0.05	Matches
205	Fawaz Al Hamad	sa KSA	DF	Al-Fateh	21	2004	6	4	354	3.9	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
206	Abderrazak Hamdallah	ma MAR	FW	Al-Shabab	34	1990	14	13	1,210	13.4	6	2	8	5	1	1	2	0	0.45	0.15	0.60	0.37	0.52	Matches
207	Abdullah Al Hamdan	sa KSA	FW	Al-Hilal	25	1999	10	0	43	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
208	Abdullah Al Hamdan	sa KSA	FW	Al-Nassr	25	1999	15	3	284	3.2	3	1	4	3	0	0	0	0	0.95	0.32	1.27	0.95	1.27	Matches
209	Rayan Hamidou	sa KSA	DF	Al-Ahli	23	2002	23	16	1,543	17.1	3	0	3	3	0	0	1	0	0.17	0.00	0.17	0.17	0.17	Matches
210	Hammam Al Hammami	sa KSA	MF,FW	Al-Shabab	21	2004	30	16	1,518	16.9	1	1	2	1	0	0	2	0	0.06	0.06	0.12	0.06	0.12	Matches
211	Saeed Al Hamsal	sa KSA	DF	Al-Khaleej	29	1996	28	28	2,256	25.1	0	1	1	0	0	0	7	0	0.00	0.04	0.04	0.00	0.04	Matches
212	Mansor Hamzi	sa KSA	MF	Al-Khaleej	33	1992	30	13	1,415	15.7	0	1	1	0	0	0	6	0	0.00	0.06	0.06	0.00	0.06	Matches
213	Abdulaziz Al Harabi	sa KSA	MF,DF	Al-Najma	28	1997	20	10	1,013	11.3	0	1	1	0	0	0	5	0	0.00	0.09	0.09	0.00	0.09	Matches
214	Abdulhadi Al-Harajin	sa KSA	MF	Al-Hazem	30	1994	6	1	114	1.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
215	Abdulaziz Al Harbi	sa KSA	DF,MF	Al-Hazem	21	2003	21	12	1,176	13.1	0	1	1	0	0	0	5	0	0.00	0.08	0.08	0.00	0.08	Matches
216	Abdulmalik Al Harbi	sa KSA	MF	Al-Taawoun	20	2005	2	0	18	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
217	Moteb Al-Harbi	sa KSA	DF	Al-Hilal	25	2000	30	20	1,825	20.3	2	2	4	2	0	0	0	0	0.10	0.10	0.20	0.10	0.20	Matches
218	Ammar Al Harfi		DF	Al-Riyadh SC			23	8	817	9.1	0	1	1	0	0	0	4	0	0.00	0.11	0.11	0.00	0.11	Matches
219	Jamal Harkass	ma MAR	DF	Damac	29	1995	31	30	2,674	29.7	2	1	3	2	0	0	9	0	0.07	0.03	0.10	0.07	0.10	Matches
220	Nawaf Al Harthi	sa KSA	MF,FW	Al-Fayha	26	1998	16	4	386	4.3	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
221	Saleh Al Harthi	sa KSA	MF	Al Okhdood SC	29	1995	16	1	241	2.7	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
222	Sultan Harun		FW	Al-Riyadh SC			18	3	461	5.1	2	0	2	2	0	0	4	0	0.39	0.00	0.39	0.39	0.39	Matches
223	Abbas Al Hassan	sa KSA	MF	Neom	21	2004	8	4	314	3.5	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
224	Ali Al Hassan	sa KSA	MF	Al-Nassr	28	1997	23	3	373	4.1	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
225	Jawad Al Hassan		FW	Damac			1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
226	Abdullah Hassun	sa KSA	DF,MF	Al-Riyadh SC	28	1997	9	6	491	5.5	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
227	Abduleallah Hawsawi	sa KSA	MF	Al-Taawoun	24	2001	12	1	239	2.7	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
228	Abdullah Hawsawi	sa KSA	DF,MF	Al-Najma	29	1996	25	22	1,933	21.5	0	0	0	0	0	0	7	0	0.00	0.00	0.00	0.00	0.00	Matches
229	Ghassan Hawsawi	sa KSA	DF,MF	Al Okhdood SC	22	2003	15	8	818	9.1	1	0	1	1	0	0	3	0	0.11	0.00	0.11	0.11	0.11	Matches
230	Islam Hawsawi	sa KSA	DF	Neom	23	2001	20	7	612	6.8	0	1	1	0	0	0	1	0	0.00	0.15	0.15	0.00	0.15	Matches
231	Murad Al Hawsawi	sa KSA	MF	Al-Khaleej	24	2001	8	8	637	7.1	1	1	2	1	0	0	5	0	0.14	0.14	0.28	0.14	0.28	Matches
232	Murad Al Hawsawi	sa KSA	MF	Al-Hilal	24	2001	8	2	256	2.8	0	1	1	0	0	0	1	0	0.00	0.35	0.35	0.00	0.35	Matches
233	Nawaf Al-Hawsawi		DF,FW	Al-Najma			10	4	346	3.8	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
234	Sanousi Al Hawsawi	sa KSA	DF	Damac	26	1998	29	24	2,173	24.1	1	1	2	1	0	0	4	0	0.04	0.04	0.08	0.04	0.08	Matches
235	Arif Al Haydar	sa KSA	MF	Al-Khaleej	28	1997	8	1	117	1.3	0	0	0	0	0	0	3	0	0.00	0.00	0.00	0.00	0.00	Matches
236	Ali Hazazi	sa KSA	MF	Al-Qadsiah	31	1994	26	6	703	7.8	1	0	1	1	0	0	2	0	0.13	0.00	0.13	0.13	0.13	Matches
237	Sulaiman Hazazi	sa KSA	DF,MF	Al-Riyadh SC	22	2003	24	15	1,384	15.4	0	1	1	0	0	0	0	0	0.00	0.07	0.07	0.00	0.07	Matches
238	Ahmed Hegazi	eg EGY	DF	Neom	34	1991	28	28	2,411	26.8	1	0	1	1	0	0	5	0	0.04	0.00	0.04	0.04	0.04	Matches
239	Alaa Al Hejji	sa KSA	MF	Neom	29	1995	24	16	1,346	15.0	3	1	4	3	0	0	1	0	0.20	0.07	0.27	0.20	0.27	Matches
240	Jack Hendry	sct SCO	DF	Al-Ettifaq	30	1995	30	29	2,556	28.4	1	0	1	1	0	0	7	1	0.04	0.00	0.04	0.04	0.04	Matches
241	Theo Hernández	fr FRA	DF,MF	Al-Hilal	27	1997	31	31	2,740	30.4	5	1	6	5	0	0	7	0	0.16	0.03	0.20	0.16	0.20	Matches
242	Unai Hernandez	es ESP	MF,FW	Al-Shabab	20	2004	19	14	1,260	14.0	0	1	1	0	0	0	6	0	0.00	0.07	0.07	0.00	0.07	Matches
243	Abdulaziz Hetalh	sa KSA	MF,FW	Al Okhdood SC	26	1999	31	11	1,270	14.1	4	1	5	4	0	0	1	0	0.28	0.07	0.35	0.28	0.35	Matches
244	Abdulbasit Hindi	sa KSA	DF	Al-Ettifaq	28	1997	16	14	1,144	12.7	0	0	0	0	0	0	3	1	0.00	0.00	0.00	0.00	0.00	Matches
245	Wesley Hoedt	nl NED	DF	Al-Shabab	31	1994	32	32	2,865	31.8	0	0	0	0	0	0	4	1	0.00	0.00	0.00	0.00	0.00	Matches
246	Zakaria Al Hosawi	sa KSA	DF	Al-Ahli	24	2001	22	18	1,600	17.8	1	1	2	1	0	0	5	0	0.06	0.06	0.11	0.06	0.11	Matches
247	Victor Hugo	br BRA	MF	Al-Taawoun	21	2004	16	10	856	9.5	0	0	0	0	0	0	4	0	0.00	0.00	0.00	0.00	0.00	Matches
248	Bassam Al Hurayji	sa KSA	DF	Al-Taawoun	25	2000	12	4	506	5.6	1	0	1	1	0	0	1	0	0.18	0.00	0.18	0.18	0.18	Matches
249	Mohammed Hurbush	sa KSA	DF	Al-Shabab	22	2003	2	2	166	1.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
250	Odai Hussein Abdulghani		DF	Al Kholood Saudi Club			5	0	38	0.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
251	Ali Al Hussien		MF	Al-Fayha			4	2	132	1.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
252	Roger Ibanez	br BRA	DF	Al-Ahli	26	1998	28	28	2,423	26.9	2	2	4	2	0	0	5	2	0.07	0.07	0.15	0.07	0.15	Matches
253	Hassan Idris		MF	Al-Hazem			1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
254	George Ilenikhena	ng NGA	FW	Al-Ittihad	18	2006	2	1	88	1.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
255	Burak İnce	tr TUR	MF,FW	Al Okhdood SC	21	2004	25	15	1,400	15.6	1	0	1	1	0	0	0	0	0.06	0.00	0.06	0.06	0.06	Matches
256	Yaseen Al Jaber	sa KSA	DF	Al-Ittihad	19	2006	1	0	10	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
257	Rakan Jamaan		MF	Al Kholood Saudi Club			1	0	3	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
258	Ziyad Al Jari	sa KSA	DF	Al-Fateh	23	2001	23	21	1,713	19.0	0	0	0	0	0	0	6	0	0.00	0.00	0.00	0.00	0.00	Matches
259	Ali Jasim	iq IRQ	MF,FW	Al-Najma	21	2004	24	19	1,612	17.9	4	1	5	4	0	0	1	0	0.22	0.06	0.28	0.22	0.28	Matches
260	Jason	es ESP	FW,MF	Al-Fayha	31	1994	34	33	2,724	30.3	5	8	13	5	0	0	4	0	0.17	0.26	0.43	0.17	0.43	Matches
261	Hamad Al-Jizani	sa KSA	MF,DF	Al-Khaleej	32	1993	12	2	274	3.0	0	1	1	0	0	0	1	0	0.00	0.33	0.33	0.00	0.33	Matches
262	Ziyad Al Johani	sa KSA	MF	Al-Ahli	23	2001	26	17	1,499	16.7	0	1	1	0	0	0	6	2	0.00	0.06	0.06	0.00	0.06	Matches
263	Abdullah Al-Jouei	sa KSA	MF	Al-Fayha	30	1995	5	0	45	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
264	Ahmed Al Julaydan	sa KSA	DF,MF	Al-Ittihad	21	2004	22	6	657	7.3	0	1	1	0	0	0	2	0	0.00	0.14	0.14	0.00	0.14	Matches
265	Musab Al Juwayr	sa KSA	MF	Al-Qadsiah	22	2003	31	31	2,520	28.0	6	11	17	6	0	0	0	0	0.21	0.39	0.61	0.21	0.61	Matches
266	Rakan Al Kaabi	sa KSA	MF	Al-Khaleej	20	2004	1	0	4	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
267	Hassan Kadesh	sa KSA	DF	Al-Ittihad	32	1992	27	27	2,269	25.2	1	0	1	1	0	0	0	1	0.04	0.00	0.04	0.04	0.04	Matches
268	Majed Kanabah	sa KSA	MF	Al-Khaleej	32	1993	32	25	2,075	23.1	0	1	1	0	0	0	7	1	0.00	0.04	0.04	0.00	0.04	Matches
269	Mohamed Kanno	sa KSA	MF	Al-Hilal	30	1994	32	25	2,082	23.1	5	4	9	5	0	0	2	0	0.22	0.17	0.39	0.22	0.39	Matches
270	Jérémie Kanon	fr FRA	DF	Al-Fayha	21	2004	1	0	16	0.2	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
271	N'Golo Kanté	fr FRA	MF	Al-Ittihad	34	1991	18	18	1,562	17.4	2	1	3	2	0	0	0	0	0.12	0.06	0.17	0.12	0.17	Matches
272	Ahmed Al-Kassar	sa KSA	GK	Al-Qadsiah	34	1991	3	2	206	2.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
273	Franck Kessié	ci CIV	MF,DF	Al-Ahli	28	1996	26	26	2,165	24.1	5	3	8	5	0	0	5	0	0.21	0.12	0.33	0.21	0.33	Matches
274	Kewin	br BRA	GK	Damac	29	1995	34	34	3,060	34.0	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
275	Mohammed Al-Khabrani	sa KSA	DF	Al-Khaleej	31	1993	32	32	2,798	31.1	0	0	0	0	0	0	8	1	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
276	Abdulelah Al Khaibari	sa KSA	DF,MF	Al-Riyadh SC	29	1996	13	12	1,056	11.7	0	0	0	0	0	0	5	0	0.00	0.00	0.00	0.00	0.00	Matches
